name,scholar_id,affiliation,interests,citedby,num_publications,coauthors_id
Chidambaram Ramanathan,38AAmqEAAAAJ,"Research Assistant Professor, Dept. of Biology, University of Memphis","['Circadian', 'Cell-autonomous clock']",1262,40,"['EQIuT24AAAAJ', 'fpD8M5wAAAAJ', 'LY1ftmIAAAAJ']"
KM Heinz,VTC-xV8AAAAJ,Texas A&M University / Texas AgriLife Research,['Entomology'],4634,202,"['euEom1QAAAAJ', 'rpHlrbMAAAAJ', 'KO42Q9AAAAAJ', 'djb_vt0AAAAJ', 'exi8Y78AAAAJ', 'T-aHdGcAAAAJ', 'cYKeC88AAAAJ', 'o2RFgeEAAAAJ', 'j2asNnMAAAAJ', 'AfMK7xQAAAAJ', 'GUeP1NIAAAAJ', 'XIE-zEkAAAAJ', 'aDFci7YAAAAJ', 'RNl0lrMAAAAJ', 'Sn0pOdwAAAAJ']"
Pablo Abbate,yehKg0AAAAAJ,"INTA, Balcarce, Argentina","['Wheat physiology', 'Crop modeling', 'Crop breeding']",2320,135,"['WrTwSNIAAAAJ', '6zW2hJsAAAAJ', 'Dn1ofkEAAAAJ', 'qw_KU7oAAAAJ', 'OlVuKscAAAAJ', 'Ii4H5C8AAAAJ', 'R4GVmWAAAAAJ', 'Ah47oOAAAAAJ', 'uJdaywYAAAAJ', 'fsJzX7IAAAAJ', 'AAkGDlgAAAAJ']"
Maria Doitsidou,6abeQQ8AAAAJ,"Group Leader, University of Edinburgh, UK","['Neurodegeneration', 'dopaminergic neurons', 'microbiota', ""Parkinson's disease""]",1967,30,[]
Qi He,bWpCfPQAAAAJ,"University of California, Irvine","['Stochastic Processes', 'Probability', 'Large Deviations', 'Machine Learning', 'Signal processing']",1734,94,[]
Peter S. Searles,pDDtv4AAAAAJ,CRILAR-CONICET,"['olive', 'ecophysiology', 'irrigation']",4045,83,[]
Monika Kavanová,vo-tCEwAAAAJ,"researcher, INIA Uruguay",['Plant Sciences'],624,12,"['0-39Ft4AAAAJ', '1Fw51_4AAAAJ', 'CDzAtWcAAAAJ', 'iuBGuyIAAAAJ', 'TfNYc68AAAAJ', 'Ik2RaeEAAAAJ']"
Polly Hsu,A-p5nxcAAAAJ,Michigan State University,"['Translational regulation', 'RNA biology', 'Abiotic stress']",1331,18,[]
W. Zacheus CANDE,5baHwxgAAAAJ,"University of California Berkeley, Dept. Molecular and Cell Biology","['evolutionary cell biology', 'cell division', 'mitosis', 'meiosis', 'cytoskeleton..']",16556,233,"['CWCdJQ0AAAAJ', 'upavIREAAAAJ', '-A5U2GIAAAAJ', 'KSfTMzwAAAAJ', 'IqzMas0AAAAJ']"
Matias Zurbriggen,6Opnr8cAAAAJ,Professor Synthetic Biology,['Synthetic Biology'],4104,112,[]
SANTOSH KUMAR,88k8gjQAAAAJ,Donald Danforth Plant Science Center,['Plant Biotechnolgy and Genetic Engineering'],437,20,"['Uq0IACQAAAAJ', '3ysip4AAAAAJ', 'xamPGPkAAAAJ', '1UqyE3UAAAAJ', 'DodD6ToAAAAJ', 'L0u7zlQAAAAJ', 'UIl2fmAAAAAJ', 'yhiisq8AAAAJ', 'mffdN7oAAAAJ', 'VhBMvPsAAAAJ', 'vHP8ugIAAAAJ', 'Z2lFapQAAAAJ', 'Spops2oAAAAJ', 'bHTbF60AAAAJ', 'JWiDgWEAAAAJ', 'yQkZljYAAAAJ']"
Annie Curtis,SPEZJ5wAAAAJ,Royal College of Surgeons in Ireland,"['inflammation and metabolism', 'circadian clock', 'inflammatory disease']",8826,104,"['u6GisbUAAAAJ', 'L7fhSBsAAAAJ', 'GseT2dUAAAAJ', 'IKC-LV0AAAAJ', '6VZfvlIAAAAJ']"
Aalim Weljie,XFqoPekAAAAJ,University of Pennsylvania,"['metabolomics', 'biochemistry', 'analytical chemistry', 'pharmacology']",12238,176,"['4IsYLJEAAAAJ', 'S2w92iQAAAAJ', 'LEDd78IAAAAJ', 'SYNqp54AAAAJ', 'ukozLIUAAAAJ', 'Zt0QlJoAAAAJ', 'CWNQkFIAAAAJ', 'qKKAUD0AAAAJ', 'p6OrWWkAAAAJ', 'fMgMCaoAAAAJ', 'VeaJtUYAAAAJ', 'vLrJsscAAAAJ', 'GseT2dUAAAAJ', 'WPqojAgAAAAJ', 'za6EsfAAAAAJ', 'uBcgL1cAAAAJ', 'xk4nvvAAAAAJ', 'ujiGWBgAAAAJ', 'SFYsJLIAAAAJ', 'hwBNflIAAAAJ', 'KUI31cAAAAAJ', 'hTtVhgYAAAAJ', 'Qdr_dC8AAAAJ', '9oICk1kAAAAJ', 'ZicR4G4AAAAJ', 'OJs-ubsAAAAJ', 'v7vT9OsAAAAJ', '2F522iUAAAAJ', '6B2yFoQAAAAJ', 'VloRv0QAAAAJ', '5Sk4lSYAAAAJ', 'T75uo4MAAAAJ', 'e5HQwecAAAAJ', 'vgdcrfUAAAAJ', 'Xjy78scAAAAJ', 'Tm9_6hYAAAAJ', 'xs8YseYAAAAJ', 'ZhNFzz8AAAAJ', 'NIb-hRUAAAAJ', 'xgEI9ZYAAAAJ']"
Bert De Rybel,NtUtzdkAAAAJ,"VIB/Ghent University, Center for Plant Systems Biology",['Plant Developmental Biology'],8886,106,"['a63uPAoAAAAJ', 'h6n9ayQAAAAJ', 'hS66r5MAAAAJ', 'oh5MsUQAAAAJ', '2sO877UAAAAJ', 'Cqs0p58AAAAJ', 'lgoqeNAAAAAJ', '7QJiJkEAAAAJ', 'JsBPOe4AAAAJ', '7F4wRz4AAAAJ', 'myW-7AsAAAAJ', 'XUnZsUAAAAAJ', 'sRHVOI0AAAAJ', '1GNeT0cAAAAJ', 'c_2c1EEAAAAJ', 'qFHaMnoAAAAJ', 'B1Ij-C4AAAAJ', 'ICvHEtQAAAAJ', 'EUa6G7YAAAAJ', 'BP-o6_kAAAAJ', '_cNNy7MAAAAJ', 'fS2gVOkAAAAJ', 'NUu-LmcAAAAJ', 'sy8moEwAAAAJ', '-IQxuyYAAAAJ', 'CMONmfcAAAAJ', 'F_ojnxsAAAAJ', 'kC5Qi6sAAAAJ', '5mZZ72IAAAAJ', '1Te9-IwAAAAJ', 'HRcHV4gAAAAJ', 'TVhyyY4AAAAJ', 'IX75vNMAAAAJ', 'mOTE6ScAAAAJ', 'tA9WAEMAAAAJ', 'fMQunCUAAAAJ', 'd41PXRUAAAAJ', 'nDuG_QkAAAAJ', 'e8ZJJM4AAAAJ', 'T98tNuoAAAAJ', 'Gjll3ewAAAAJ', 'pT3VnkYAAAAJ', 'JxJEeIsAAAAJ', 'LFIQuLkAAAAJ', 'jWGmtboAAAAJ', 'bD4WShEAAAAJ', 'Sq5tkLQAAAAJ', 'TEwFFIYAAAAJ', 'IKHPZlIAAAAJ', '-F5qHh4AAAAJ']"
Mark Estelle,W8tPcGQAAAAJ,ucsd,[],45643,203,[]
Stuart Bevan,6sqHOY0AAAAJ,"Professor of Pharmacology, King's College London","['Neuroscience', 'Sensory Transduction']",26389,203,[]
Daniela Rhodes,px8Y8xAAAAAJ,Prof,[],23801,197,[]
Ibrahim HALIL KAVAKLI,-9MgcaMAAAAJ,Koc University,"['Circadian clock', 'carbon metabolism in plants']",3805,136,[]
Hannele Tuominen,gaeieR0AAAAJ,"Professor, Swedish University of Agricultural Sciences","['wood biology', 'programmed cell death', 'lignification']",7182,109,[]
Diego Javier Valdez,t1R_HHkAAAAJ,Investigador Adjunto CONICET,"['Ecofisiología de aves', 'biología de la conservación']",373,27,"['amqmzHEAAAAJ', 'Ee7-OmAAAAAJ', 'W51uUzUAAAAJ', 'PZMMfnYAAAAJ']"
elias fereres,XT7qkKIAAAAJ,Elías Fereres,['water and agriculture'],35352,520,[]
Horst Vogel,Qchl34UAAAAJ,Swiss Federal Institute of Technology Lausanne (EPFL),[],22499,402,[]
Thomas Cokelaer,I7LVLjIAAAAJ,Institut Pasteur,"['Data analysis', 'Bioinformatics', 'Software development', 'Optimisation']",14592,188,[]
Sonya M. Hanson,6EShygcAAAAJ,Flatiron Institute,['Biophysics'],661,39,"['nnEg7_8AAAAJ', 'U8Oggd4AAAAJ', 'yTBAc5wAAAAJ', 'O25OSwEAAAAJ', 'gJOVhrgAAAAJ', '_n4wwIEAAAAJ']"
Åke Strid,wSfvB5UAAAAJ,Örebro University,"['Plant UV photobiology', 'vaccine development']",6346,165,"['RdF-9goAAAAJ', '241KizwAAAAJ', 'plzw-oUAAAAJ', 'mA1v4_8AAAAJ', '-vdAU24AAAAJ', 'vS_5DQkAAAAJ', 'WjrTMHUAAAAJ', '7KLKIAIAAAAJ', 'wpt5XgcAAAAJ', 'y3g-9RsAAAAJ', 'UcBFL70AAAAJ', 'q7W6gf8AAAAJ', 'F9gReqMAAAAJ', 'l7Y97J4AAAAJ', 'qTgsa4wAAAAJ', 'mtDE_msAAAAJ', 'tiyxoIsAAAAJ', 'YdwmSAbglYMC', 'j6ys2PkAAAAJ', '13un0twAAAAJ', 'WjT5COwAAAAJ', 'OIYlesoAAAAJ', '_53F_LEAAAAJ', 'BtXLGiUAAAAJ', 'HOTNwtsAAAAJ', 'jlcG_uYAAAAJ', '23RlmBEAAAAJ', 'q9_aYuoAAAAJ', 'okuISq4AAAAJ', 'QXLQ_I4AAAAJ', 'HZbhIrQAAAAJ', 'E4G7uoAAAAAJ', 'L5mkh64AAAAJ', 'llihIM0AAAAJ', 'VMf-qeMAAAAJ', 'slTS5iUAAAAJ', 'YVM4_5IAAAAJ', '0vWUtesAAAAJ', '8ENyabgAAAAJ', 'yAkpoiEAAAAJ', 'xREEx5YAAAAJ', 'Ob8v7WIAAAAJ']"
Po-Kai Hsu,12lirp4AAAAJ,"Division of Biological Sciences, University of California San Diego",[],3232,23,[]
Susana Perelman,7-_An6wAAAAJ,Universidad de Buenos Aires ifeva Conicet Fauba,['Ecologia Biometria'],3131,104,[]
Bram Estes,HHR21yIAAAAJ,"Senior Scientist at Amgen, Thousand Oaks",['Mammalian Expression of Recombinant Proteins'],1439,13,[]
Kathleen Soole,ZPWQawwAAAAJ,"School of Biological Sciences, Flinders University","['Plant Metabolism', 'Mitochondria', 'Oxidative Stress']",5063,101,[]
Maria J Harrison,4qZ00UwAAAAJ,"Professor, Boyce Thompson Institute for Plant Research; Adjunct Professor Cornell University","['arbuscular mycorrhizal symbiosis', 'cell biology of endosymbiosis', 'phosphate transporters', 'plant mineral nutrition', 'arbuscular myc']",28269,209,[]
Mattia Pelizzola,mOz04AQAAAAJ,"Team Leader, Center for Genomic Science, Istituto Italiano di Tecnologia","['epigenomics', 'transcriptional regulation', 'DNA methylation', 'RNA methylation', 'RNA metabolism']",18683,69,"['217PMk0AAAAJ', 'fy5RYKcAAAAJ', 'HHtq-H8AAAAJ', 'Ti5vXmUAAAAJ', 'XU7ZT5kAAAAJ', 'IL8SKD8AAAAJ', 'X4it3lMAAAAJ', '6bn6knMAAAAJ']"
Claudia Vega,VDotjHEAAAAJ,INTA Manfredi,"['Crop Physiology', 'Crop Phenotyping', 'Yield Gaps', 'Soybean', 'Maize']",3060,113,"['Dn1ofkEAAAAJ', 'sHkGIRcAAAAJ', 'OlVuKscAAAAJ', 'fsJzX7IAAAAJ', 'l1feK_UAAAAJ', 'Zwi-r30AAAAJ', 'Ah47oOAAAAAJ', 'R4GVmWAAAAAJ', '33CD7DIAAAAJ', 'nzRVm-cAAAAJ', 'IQw-shIAAAAJ', '5AJ7FDAAAAAJ', 'F37dnTIAAAAJ', 'uuO4VkQAAAAJ']"
majid ghassemian,P6b5gfEAAAAJ,university of california san diego,[],6342,105,[]
Albert Koulman,ASUg6icAAAAJ,University of Cambridge,"['Mass Spectrometry', 'lipidomics', 'metabolomics', 'Nutritional Biomarkers']",9247,248,[]
"János Bindics, PhD",x0tQ6g0AAAAJ,Senior Researcher at BOKU Vienna,[],541,22,[]
Yi Tao,7Y4BtfcAAAAJ,Unknown affiliation,[],5210,25,[]
Rafael A Irizarry,nFW-2Q8AAAAJ,"Professor, Biostatistics and Computational Biology, Dana-Farber and Harvard","['Statistics', 'Biostatistics', 'Data Science', 'Genomics', 'Epigenetics']",109039,312,[]
Soledad Perez-Santangelo,7IH-XfEAAAAJ,Department of Biochemistry - University of Otago,['Circadian rhythms'],568,11,[]
Eric Holub,ktQ7T3UAAAAJ,University of Warwick,"['Plant genetics', 'plant pathology', 'innate immunity']",12566,126,[]
Jochem B. Evers,vRcb0qUAAAAJ,Wageningen University,"['botany', 'crop ecophysiology', 'functional-structural plant modelling']",4816,151,"['O3NBAokAAAAJ', 'pxRicUUAAAAJ', '2XNlst0AAAAJ', 'EAcCGNsAAAAJ', 'wKi19mgAAAAJ', 'OVGvf-IAAAAJ', '6edweRUAAAAJ', 'BwmBK20AAAAJ', 'nwA3fv8AAAAJ', 'ONiGd4sAAAAJ', 'hJto9lsAAAAJ', 'Vkr-PPUAAAAJ', '626dI0sAAAAJ']"
Daniel Calderini,ZEDhbjAAAAAJ,"Profesor Titular, Instituto de Produccion y Sanidad Vegetal, universidad Austral de Chile",['Crop Physiology'],7276,139,[]
Chris Bowler,8dZHBk0AAAAJ,"CNRS Director of Research, IBENS, Paris / President of the Stazione Zoologica Anton Dohrn, Naples","['Genomics', 'Diatoms', 'Arabidopsis', 'Metagenomics', 'Tara Oceans']",51788,461,['WxQhhFkAAAAJ']
Mariano Allo,wNge-pIAAAAJ,Post-doctoral Fellow - EMBL,"['non-coding RNAs', 'splicing', 'epigenetics']",3133,23,"['Yw5AAEkAAAAJ', 'xzVpLYoAAAAJ', 'LiojlGoAAAAJ', 'MaB8PC0AAAAJ', '32WGiuQAAAAJ', 'OvsvnX0AAAAJ', '4aa200MAAAAJ', 'zmhBmaUAAAAJ', '7ArE_sgAAAAJ', 'F9khVmQAAAAJ', 'gFXgfpkAAAAJ', 'WF1qv0oAAAAJ', 'r3rF-CEAAAAJ']"
Diego de Mendoza,nP45XXcAAAAJ,Instituto de Biologia Molecular y Celular de Rosario,"['Bacterial Physiology', 'C. elegans metabolism']",7842,199,[]
Antonis Giakountis,YAp9-n4AAAAJ,Department of Biochemistry and Biotechnology - University of Thessaly,['Non-coding RNAs in stem cell homeostasis and malignant transformation'],3531,32,[]
David Posé,EAee2uoAAAAJ,Mejora Genética y Biotecnología. IHSM-UMA-CSIC,"['Plant Molecular BIology', 'Transcription Factors', 'Fruit Ripening', 'Flowering Time']",2644,70,[]
Cagnola Juan Ignacio,JpYpjj0AAAAJ,"IFEVA-CONICET, Facultad de Agronomía, Universidad de Buenos Aires","['Plant physiology', 'Crop physiology', 'Light signaling']",231,11,[]
Abelardo Jorge de la Vega,vho7dNUAAAAJ,"Latin America and Africa Plant Breeding Leader, Corteva agriscience","['Plant breeding', 'Quantitative Genetics', 'Crop Physiology']",1377,56,[]
Pablo Leivar,m5b_glAAAAAJ,Institut Químic de Sarrià- Universitat Ramon Llull,"['microalgae biotechnology', 'plant photosensory pathways']",4100,31,[]
Francisco Velazquez Escobar,wRfg8xAAAAAJ,"Coffee, Metrics & Analytics | C O M A","['Biophysical Chemistry', 'Coffee', 'Photoreceptors']",1366,43,[]
On Sun Lau,gF_2tpoAAAAJ,"Associate Professor, Dept. of Biological Sciences, National University of Singapore","['Plant cell and developmental biology', 'Stomatal development', 'Environmental signaling']",4749,30,"['mywyfl8AAAAJ', 'hRQN_rUAAAAJ', 'Bf3uuhcAAAAJ', 'EOIN5UQAAAAJ']"
Dante R. Chialvo,6UA7EwUAAAAJ,Professor  UNSAM (Univ. N. San Martin) Argentina. Ctr. Complex Syst. & Brain Sciences,"['Critical phenomena', 'Connectome', 'Complex systems', 'Consciousness', 'Nonlinear Dynamics']",19434,194,"['pK7ZGlkAAAAJ', 'yTvZTqsAAAAJ', 'J58hVoEAAAAJ', '6Ydzos4AAAAJ', '6QvaY9YAAAAJ', 'MT55iOwAAAAJ', 'CXKu_0oAAAAJ', 'iFL3pucAAAAJ', 'QVPRrksAAAAJ', '5ZancgsAAAAJ', 'CM5qHwQAAAAJ', 'gzPWwdIAAAAJ', 'qceKVpYAAAAJ', 'jy6xkW0AAAAJ', 'ACUmHJoAAAAJ', 'zA3Mz24AAAAJ', 'aYI_IvMAAAAJ', 'WLryvYoAAAAJ', 'ABXsGSkAAAAJ', '6yq9PosAAAAJ', '7_MD_w0AAAAJ', 'Ha_ZNlkAAAAJ', 'uBcOR8EAAAAJ', 'H7yYXbIAAAAJ', 'YPhgw9oAAAAJ', 'RefX_60AAAAJ', 'T2FdyO0AAAAJ', 'z-UzRqvUuw0C', 'pFIlwGUAAAAJ', 'S76yu0YAAAAJ', 'tBzGEUgAAAAJ', 'k1VIM6cAAAAJ', '35Vz7wEAAAAJ', 'kaGongoAAAAJ', '-yd_CQEAAAAJ', 'yeh8p1EAAAAJ', '00bnGpAAAAAJ', 'j7vXxy0AAAAJ', 'ID7uNqQAAAAJ', '7bERHZAAAAAJ', 'UbVhNmsAAAAJ', 'dlK_koUAAAAJ', 'aJA0gzcAAAAJ', 'sNj9jnYAAAAJ', 'cvd2xxcAAAAJ', 't545yK0AAAAJ', 'vIflPYQAAAAJ', 'SoGT3IEAAAAJ', 'YcptqwQAAAAJ', 'z4EvPoUAAAAJ', 'AJfsLyQAAAAJ', 'eX_8Q9IAAAAJ', 'FqZVzkMAAAAJ', 'LpECuhwAAAAJ', 'hr8QDRUAAAAJ', 'BIfo1BAAAAAJ', 'hv8_Y4UAAAAJ', 'ecf23cwAAAAJ', 'QP3aSUQAAAAJ', 'zhjpYWYAAAAJ', 'uIbEi6MAAAAJ', 'qwA8vT1lIIUC', 'EzJn-hAAAAAJ', 'aQ4h7osAAAAJ', '0aEa27QAAAAJ', 'REw4uAIAAAAJ', 'w0x8vm0AAAAJ', '7NdAKTYAAAAJ', '13EhJDYAAAAJ', '6wMud9YAAAAJ', 'Irs3q8cAAAAJ', '6Kiri3QAAAAJ', 'bDFJHx4AAAAJ', 'Sbz45kEAAAAJ', 'lftXi28AAAAJ', 'HfhPMBoAAAAJ', 'KV2BfOIAAAAJ', 'TwzisGEAAAAJ', '35VA7aIAAAAJ', 'HdCMjtoAAAAJ', 'xIhwIL8AAAAJ', 'gCQsv30AAAAJ', 'FK6pE1MAAAAJ', 'M-SSWrsAAAAJ', 'gQ9CdQQAAAAJ', 'GkhREWwAAAAJ', 'L2a04L0AAAAJ', '8TlWEIgAAAAJ', 'fQ6qv0wAAAAJ', 'kTHrOfMAAAAJ', 'eMFo2AgAAAAJ', 'XzYi5gEAAAAJ', 'O19Ub0MAAAAJ', 'mh4xbwkAAAAJ', 'GW1Q-9AAAAAJ', 'jSXvzdQAAAAJ', 'DsLi9o0AAAAJ', 'YcO1yYkAAAAJ', 'IHVPPVEAAAAJ', 'aKw2SDUAAAAJ', 'phmI3LIAAAAJ', '3NkSK1wAAAAJ', 'URXK6uMAAAAJ', 'PM3LPQEAAAAJ', 'kIitRLMAAAAJ', 'VnaRYQIAAAAJ', 'ilsLHUUAAAAJ', 'qHnAqEwAAAAJ', 'Redg810AAAAJ', 'wM2T7GcAAAAJ', 'ggsmNHwAAAAJ', 'OXIu3owAAAAJ', '7LIdoZcAAAAJ', 'euxlHKkAAAAJ', 'D2u8g6sAAAAJ', 'ZXAoBtgAAAAJ', 'hXxwPaEAAAAJ', '54KX1rIAAAAJ', 'eUK7IyQAAAAJ', '64qXbNIAAAAJ', '3XaGvR0AAAAJ', 'DX3S0CEAAAAJ', 'ZZHIPu8AAAAJ', 'z8N9n3QAAAAJ', 'YdaRHiIAAAAJ', 'gJ0KZp4AAAAJ', 'aKA_hvwAAAAJ', 'IuhidDAAAAAJ', 'PeTyRjUAAAAJ', 'dZyZkc0AAAAJ', 'LTDa75gAAAAJ', 'PHjB-kIAAAAJ', '9-K1NMkAAAAJ', 'gacitEUAAAAJ', 'UDRtWEoAAAAJ', 'LJE43AsAAAAJ', 'BGmfqSoAAAAJ', 'OoBYCFUAAAAJ', 'rDUfprsAAAAJ', 'Bjfl9TQAAAAJ', 'Ywn6oAIAAAAJ', 'ZKaMrw8AAAAJ', 'BC0dWQsAAAAJ', 'T1W7aZgAAAAJ', 'k1p5FagAAAAJ', 'S3ewGy8AAAAJ', 'j5o1jkEAAAAJ', 'EaIezpsAAAAJ', 'Xx87EkYAAAAJ', '3CaJddMAAAAJ', 'hug7t0oAAAAJ', 'CjnEr_gAAAAJ', 'IwZEKqoAAAAJ', '76qKdBUAAAAJ', 'ChyP0coAAAAJ', '18cnF4cAAAAJ', 'wyF8eZEAAAAJ', '29Qrml8AAAAJ', 'XPIxPpIAAAAJ', 'j64kuGIAAAAJ']"
Chris Vulpe,5KB8JHQAAAAJ,"Professor, University of Florida, Gainesville","['Toxicology', 'Functional Approaches']",17100,291,"['62ozFj0AAAAJ', 'NnhaWhQAAAAJ', 'VbiHa5QAAAAJ', 'B9ZBvrgAAAAJ', 'ZLcQ-mAAAAAJ', '3mFiC_4AAAAJ', 'I8Kp8SEAAAAJ', 'nTDUKKgAAAAJ', 'sgj2LncAAAAJ', 'iFalPcAAAAAJ', 'NdoIAMcAAAAJ', '2JIeJlMAAAAJ', 'N0kqZQQAAAAJ', 'St0Vas0AAAAJ', '8S8xaOUAAAAJ', 'rJ--jD0AAAAJ', 'Q6F4gSMAAAAJ', 'WBf7QSwAAAAJ', 'ufbq5E0AAAAJ', 'ROUlvw0AAAAJ', 'i9GTRzQAAAAJ', 'oSeZ0eQAAAAJ', 'Zb65XV8AAAAJ', 'fxHh3uwAAAAJ', 'Xx7j5kQAAAAJ', 'x79wIAIAAAAJ', 'XIQ3sm0AAAAJ', 'mTwxIrQAAAAJ', 'CoHAHYAAAAAJ', '9NXBeJQAAAAJ', 'NT38cuEAAAAJ', 'IJeNJFcAAAAJ', 'qwLojRMAAAAJ', 'VBXG4CwAAAAJ', 'Snxa14EAAAAJ', '-zaDQ10AAAAJ', 'V5Jk9GsAAAAJ']"
Gary H. Perdew,HGUNqcYAAAAJ,Penn State University,['Ah receptor biology and toxicology'],19182,257,[]
Joseph Kieber,GOjybYoAAAAJ,University of North Carolina at Chapel Hill,[],25486,162,[]
"John M. Rosenfeld, Ph.D.",jqnnytoAAAAJ,"Principal, JR Biotech Solutions",['Strategic Consulting'],2643,14,[]
tonko bruggink,FyHVHnkAAAAJ,Previously senior scientist seed physiology at Syngenta,"['plant science', 'seed physiology', 'seed technology', 'plant physiology']",743,29,"['3w5vaTMAAAAJ', 'Yx5hx44AAAAJ']"
Ignacio Ciampitti,yJwANO8AAAAJ,"Professor, Farming Systems","['Crop Physiology', 'Modeling', 'Remote Sensing - Quantitative Agronomy']",8539,579,"['AvfPGxgAAAAJ', 'eeuwm9QAAAAJ', 'tfFSPygAAAAJ', '_UTSKWgAAAAJ', 'Bj9D6JEAAAAJ', 'cabG52oAAAAJ', 'wOplS6QAAAAJ', '5ev9000AAAAJ', 'crRohGUAAAAJ', 'aUZAzIkAAAAJ', 'Wzmc-jkAAAAJ', 'Kw5ZmKQAAAAJ', '0v-MjcAAAAAJ', 'f2TKUWAAAAAJ', 'b7hClIYAAAAJ', 'J6R6paQAAAAJ', 'xi5Ee1kAAAAJ', '13TYm5EAAAAJ', 'CGbIx50AAAAJ', '7oO7_jIAAAAJ', 'gVMnQfAAAAAJ', 'kepU98gAAAAJ', 'Zwi-r30AAAAJ', 'xJEj6vMAAAAJ', 'i8h49uMAAAAJ', 'qRQ8LQUAAAAJ']"
Richard H. White,l_n_ibUAAAAJ,"Professor of Turfgrass Physiology and Management, Texas A&M","['Turfgrass', 'Water', 'Conservation', 'Nutrient Management', 'Environment']",2648,175,"['0RDDsd4AAAAJ', 'WWoNGrgAAAAJ', '4dQJ45YAAAAJ', '6VO78qsAAAAJ', '7-vlV2kAAAAJ', 'qRQ8LQUAAAAJ', 'HLJlITsAAAAJ', 'DxIR8LkAAAAJ']"
Enli Wang,q_UpHfgAAAAJ,CSIRO Agriculture and Food,"['Soil-Plant Systems Modelling', 'Applied Meteorology', 'Climate Change Impact', 'Hydrology']",19077,295,[]
Bianca Zingales,iWB7XD4AAAAJ,Uniuversidade de São Paulo,"['Epidemiologia molecular do Trypanosoma cruzi', 'Quimioterapia para a doença de Chagas', 'transportadores ABC']",9519,318,[]
Andreas Möglich,Z_pQwCkAAAAJ,"Professor of Biochemistry, University of Bayreuth, Germany","['Biochemistry', 'Photoreceptors', 'Optogenetics', 'Synthetic Biology', 'Protein Engineering']",5462,87,"['CkbDZsYAAAAJ', 'Ph3W6v8AAAAJ', 'H35m_cAAAAAJ', '_XBE7n4AAAAJ', '4LGJqxkAAAAJ', 'NcLlSiYAAAAJ', 'yFYl2zEAAAAJ', 'eyrKShUAAAAJ', 'LUdlgAgAAAAJ', 'ONpdBm8AAAAJ', 'Kz2wM8YAAAAJ', 'r0xbsPEAAAAJ', 'WbKCgjkAAAAJ', 'qCydUEAAAAAJ', 'NmPr6EYAAAAJ', 'e9UbQ-YAAAAJ', 'VhDo_4YAAAAJ', 'fbG6F6MAAAAJ', 'FAGZ-cUAAAAJ', 'aHKAq9MAAAAJ', 'KtOAMOYAAAAJ', 'Io3oUv4AAAAJ', 'AedZCFIAAAAJ', 'tExfROwAAAAJ', 'uEeuZ8cAAAAJ', 'Y-tHuQgAAAAJ', 'ulHktJ0AAAAJ', 'AQDIwBQAAAAJ', 'FsYipCMAAAAJ', '6rULqqgAAAAJ', '7fvu3qQAAAAJ', 'Rs2vaSkAAAAJ', 'hvBnsA4AAAAJ', 'TF4guDAAAAAJ', 'GT6OWEcAAAAJ', 'cHdhK-oAAAAJ', 'DqqBWKIAAAAJ', 'ltNA0sYAAAAJ', '0i4xXtcAAAAJ', 'XLJZhpwAAAAJ', 'VCNQeUQAAAAJ', '6q7INlgAAAAJ', 'GOOFRX0AAAAJ', '6Opnr8cAAAAJ', 'dKr54e4AAAAJ', 'x5wTwGoAAAAJ', 'uH_ZH5sAAAAJ', '2eqIEoUAAAAJ', 'WcNpm88AAAAJ', '2-zpLY8AAAAJ', '4xDsEF4AAAAJ', 'sQrSbn8AAAAJ', 'MGQIp3wAAAAJ', 'BPQHbp4AAAAJ', 'k1yNDO8AAAAJ', 'ukerzlIAAAAJ', 'VupO-3wAAAAJ', 'EardHKwAAAAJ', 'hvhX5J8AAAAJ', 'LBMUqooAAAAJ', 'tRjIOUIAAAAJ', 'br1zebcAAAAJ', 'TBuley0AAAAJ', 'pDlChEYAAAAJ', 'tgyKAUsAAAAJ', 'QfqHWnIAAAAJ', 'pDJjP8AAAAAJ', 'T6wc4JoAAAAJ', 'YWHxhcAAAAAJ', '2eMVi-UAAAAJ', 'vQoHA10AAAAJ', '_TQkdoEAAAAJ', 'smEmPogAAAAJ', 'MIb2wO0AAAAJ', 'W1KwqIkAAAAJ', 'qV3MPFoAAAAJ', '9ug2SX0AAAAJ', 'Y5v3590AAAAJ', 'wYCfLVYAAAAJ', 'UX-YOtIAAAAJ', 'mp_SJGMAAAAJ', 'qsq0dCIAAAAJ', 'ZXLLc3AAAAAJ', '49SIBOUAAAAJ', 'UfAmtE0AAAAJ', 'VLcmunYAAAAJ']"
Richard Routley,Wj3RVicAAAAJ,"Queensland Department of Agriculture, Fisheries and Forestry",[],837,42,['vF0uUP0AAAAJ']
Ricardo Melchiori,qw_KU7oAAAAJ,Coordinador Área de Investigación. INTA EEA PARANA,"['Precision Agriculture', 'Site Specific Fertility Management', 'Remote sensing']",1488,161,"['R4GVmWAAAAAJ', '83s-dI0AAAAJ', 'skjTlEMAAAAJ', '__cG13QAAAAJ', 'knJTjAIAAAAJ', 'yehKg0AAAAAJ', 'XHKrftkAAAAJ', 'a5KfWmEAAAAJ', 'EItklH0AAAAJ', 'SwmmStwAAAAJ', 'Zvu3_-EAAAAJ', 'Dn1ofkEAAAAJ', 'F6TS9dEAAAAJ']"
